Vardas         Pavarde        ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    ND11    ND12    ND13    ND14    Egzaminas   
Vardas4648     Pavarde4648    9       8       9       6       10      6       7       10      7       5       7       1       10      2       3           
Vardas4649     Pavarde4649    10      4       2       2       6       10      10      7       4       4       3       6       8       10      2           
Vardas4650     Pavarde4650    6       3       9       10      5       3       1       7       10      8       9       10      3       2       6           
Vardas4651     Pavarde4651    10      2       9       3       1       1       5       9       7       3       5       2       6       1       6           
Vardas4652     Pavarde4652    5       10      6       6       4       6       6       2       4       1       7       6       4       9       8           
Vardas4653     Pavarde4653    6       4       3       5       5       7       6       1       10      5       10      2       6       8       7           
Vardas4654     Pavarde4654    2       9       10      3       5       8       4       3       1       4       9       2       6       2       8           
Vardas4655     Pavarde4655    2       8       6       5       4       2       9       5       5       2       2       7       8       1       9           
Vardas4656     Pavarde4656    6       9       5       2       7       9       9       1       8       7       8       9       5       2       2           
Vardas4657     Pavarde4657    9       5       9       7       1       2       9       5       9       9       1       4       1       6       6           
Vardas4658     Pavarde4658    10      9       4       2       3       6       10      8       8       9       7       7       4       9       8           
Vardas4659     Pavarde4659    1       4       10      8       5       6       8       2       8       2       10      1       9       6       3           
Vardas4660     Pavarde4660    7       9       9       9       4       5       5       6       5       10      2       4       9       2       7           
Vardas4661     Pavarde4661    8       8       3       9       5       10      1       2       5       3       3       7       6       3       10          
Vardas4662     Pavarde4662    4       1       1       2       5       1       10      6       6       4       10      5       8       9       3           
Vardas4663     Pavarde4663    6       10      5       2       9       5       10      4       6       5       4       1       1       10      8           
Vardas4664     Pavarde4664    7       8       1       1       5       5       8       9       4       10      5       1       5       9       9           
Vardas4665     Pavarde4665    1       10      9       6       9       8       2       2       6       2       7       4       6       5       3           
Vardas4666     Pavarde4666    2       5       2       10      2       1       5       10      7       9       9       3       10      2       10          
Vardas4667     Pavarde4667    4       9       4       4       3       10      8       1       3       10      7       2       4       1       10          
Vardas4668     Pavarde4668    5       7       3       7       3       2       2       5       2       7       10      10      10      3       5           
Vardas4669     Pavarde4669    6       2       1       10      4       7       5       3       3       2       4       3       5       10      5           
Vardas4670     Pavarde4670    1       2       1       9       4       4       10      1       6       5       1       5       5       6       3           
Vardas4671     Pavarde4671    1       5       5       9       1       6       4       1       3       1       10      8       2       6       8           
Vardas4672     Pavarde4672    2       4       6       7       4       9       2       5       5       6       2       9       4       5       6           
Vardas4673     Pavarde4673    2       2       8       2       10      5       7       4       7       5       5       4       2       6       9           
Vardas4674     Pavarde4674    10      8       4       7       3       1       9       9       9       7       8       10      6       5       6           
Vardas4675     Pavarde4675    5       6       6       2       2       2       8       8       3       3       1       7       8       5       8           
Vardas4676     Pavarde4676    3       10      2       5       8       6       5       10      10      9       5       4       8       9       9           
Vardas4677     Pavarde4677    1       8       1       4       2       7       5       9       3       3       3       6       9       6       1           
Vardas4678     Pavarde4678    5       6       6       2       9       8       7       8       5       9       10      9       5       9       3           
Vardas4679     Pavarde4679    9       2       5       8       2       3       7       3       9       6       6       3       9       4       8           
Vardas4680     Pavarde4680    6       6       10      1       5       8       8       7       7       4       3       10      6       7       7           
Vardas4681     Pavarde4681    3       4       8       3       10      6       3       6       2       3       9       9       1       2       7           
Vardas4682     Pavarde4682    5       5       1       1       4       5       3       9       10      3       5       5       10      10      9           
Vardas4683     Pavarde4683    9       5       9       4       3       3       5       6       8       10      7       2       9       2       5           
Vardas4684     Pavarde4684    2       6       5       8       6       7       6       4       8       2       10      9       10      4       8           
Vardas4685     Pavarde4685    3       7       1       4       8       1       4       1       1       4       4       1       7       1       8           
Vardas4686     Pavarde4686    1       4       4       7       1       3       3       8       6       10      1       6       3       9       5           
Vardas4687     Pavarde4687    5       6       8       2       8       1       7       9       1       4       4       4       8       1       3           
Vardas4688     Pavarde4688    3       7       4       1       5       1       6       1       1       5       8       6       2       2       4           
Vardas4689     Pavarde4689    3       3       9       6       1       6       9       10      3       3       3       10      4       6       3           
Vardas4690     Pavarde4690    4       9       5       4       10      3       1       1       7       3       8       9       4       4       10          
Vardas4691     Pavarde4691    5       2       7       1       9       10      1       10      8       4       5       3       6       8       3           
Vardas4692     Pavarde4692    3       9       10      7       6       4       6       7       5       6       7       3       9       5       2           
Vardas4693     Pavarde4693    7       3       6       2       6       5       4       7       2       10      6       3       10      6       9           
Vardas4694     Pavarde4694    3       10      5       10      2       3       3       4       1       4       1       10      10      4       1           
Vardas4695     Pavarde4695    1       9       3       3       7       5       8       9       9       6       8       10      2       2       3           
Vardas4696     Pavarde4696    4       1       5       10      3       9       2       9       3       2       6       2       5       4       4           
Vardas4697     Pavarde4697    7       3       9       2       5       5       1       4       9       4       3       8       10      3       8           
Vardas4698     Pavarde4698    10      9       9       7       5       4       6       3       3       9       1       8       6       6       6           
Vardas4699     Pavarde4699    1       8       3       5       9       10      2       5       4       1       2       2       4       4       5           
Vardas4700     Pavarde4700    1       2       4       2       1       1       10      5       3       6       3       7       1       9       6           
Vardas4701     Pavarde4701    10      2       6       4       4       4       10      5       6       8       9       9       4       2       10          
Vardas4702     Pavarde4702    6       7       4       5       7       4       5       7       1       6       7       6       3       5       7           
Vardas4703     Pavarde4703    2       2       2       10      4       4       3       2       3       5       2       8       8       5       9           
Vardas4704     Pavarde4704    7       3       2       4       3       6       2       9       10      3       2       1       2       2       1           
Vardas4705     Pavarde4705    2       1       10      3       6       5       9       1       1       1       10      6       2       9       4           
Vardas4706     Pavarde4706    2       9       9       6       10      10      9       7       5       1       5       1       9       10      3           
Vardas4707     Pavarde4707    5       3       9       5       1       10      5       1       9       2       6       6       8       7       9           
Vardas4708     Pavarde4708    9       6       6       10      9       8       6       6       5       7       9       2       9       4       3           
Vardas4709     Pavarde4709    6       8       4       8       10      3       2       2       2       10      3       2       2       10      5           
Vardas4710     Pavarde4710    1       8       4       3       7       4       9       3       7       3       6       2       5       4       4           
Vardas4711     Pavarde4711    6       6       4       9       7       1       6       3       8       4       9       7       4       7       9           
Vardas4712     Pavarde4712    10      8       5       2       5       5       5       9       10      3       4       5       4       2       5           
Vardas4713     Pavarde4713    5       4       6       7       10      10      7       10      6       7       2       10      4       7       6           
Vardas4714     Pavarde4714    3       1       5       4       5       10      2       5       9       7       1       3       3       3       4           
Vardas4715     Pavarde4715    7       8       7       6       10      7       2       2       1       9       4       4       3       1       2           
Vardas4716     Pavarde4716    3       10      2       5       6       8       9       3       5       5       2       10      5       6       9           
Vardas4717     Pavarde4717    9       3       10      6       6       2       1       3       9       1       3       10      5       9       3           
Vardas4718     Pavarde4718    4       6       1       9       5       10      1       1       3       5       6       7       7       8       8           
Vardas4719     Pavarde4719    2       2       1       1       1       9       10      4       2       6       8       1       8       7       8           
Vardas4720     Pavarde4720    8       5       6       10      10      7       3       10      6       4       9       7       5       5       5           
Vardas4721     Pavarde4721    10      7       7       9       10      2       10      6       8       9       5       8       2       5       4           
Vardas4722     Pavarde4722    1       8       9       2       7       1       1       10      7       7       8       7       2       10      5           
Vardas4723     Pavarde4723    8       2       2       7       7       5       10      3       9       3       8       1       9       3       8           
Vardas4724     Pavarde4724    10      4       3       6       3       3       5       9       4       6       2       10      1       6       5           
Vardas4725     Pavarde4725    10      6       10      5       9       7       3       9       7       8       10      2       2       5       4           
Vardas4726     Pavarde4726    2       1       5       9       2       6       2       4       8       6       9       6       4       10      2           
Vardas4727     Pavarde4727    8       6       6       4       8       10      9       6       3       7       7       8       5       1       10          
Vardas4728     Pavarde4728    6       10      9       10      9       2       8       5       6       7       10      2       2       3       7           
Vardas4729     Pavarde4729    9       10      5       6       5       10      2       6       3       4       10      2       2       6       1           
Vardas4730     Pavarde4730    7       7       7       5       1       3       9       8       1       5       2       5       6       2       4           
Vardas4731     Pavarde4731    9       9       5       9       2       1       5       6       7       7       7       3       5       8       4           
Vardas4732     Pavarde4732    9       8       2       1       9       4       2       3       4       8       8       2       5       1       2           
Vardas4733     Pavarde4733    1       6       10      4       5       7       3       5       2       1       4       7       1       6       2           
Vardas4734     Pavarde4734    6       1       7       10      6       3       3       9       3       6       5       7       2       8       3           
Vardas4735     Pavarde4735    7       3       10      10      10      8       6       9       8       7       5       6       2       6       5           
Vardas4736     Pavarde4736    3       2       9       5       6       7       2       10      9       10      2       3       9       9       8           
Vardas4737     Pavarde4737    5       9       5       5       9       8       7       2       2       9       4       1       2       3       4           
Vardas4738     Pavarde4738    9       8       3       4       4       10      2       8       8       6       5       5       9       7       3           
Vardas4739     Pavarde4739    7       8       6       3       9       2       3       2       8       6       1       2       1       8       6           
Vardas4740     Pavarde4740    9       2       3       10      3       6       1       4       10      1       5       9       8       8       10          
Vardas4741     Pavarde4741    7       2       6       4       1       9       4       7       5       1       10      7       10      2       7           
Vardas4742     Pavarde4742    4       7       5       10      10      9       4       7       9       6       7       6       7       9       8           
Vardas4743     Pavarde4743    2       8       5       6       5       6       4       10      9       3       1       10      8       7       3           
Vardas4744     Pavarde4744    6       8       10      2       2       4       4       8       1       8       10      6       4       2       7           
Vardas4745     Pavarde4745    7       7       10      6       5       3       6       1       5       9       6       1       4       8       1           
Vardas4746     Pavarde4746    10      2       8       1       5       4       8       5       1       2       7       9       8       6       4           
Vardas4747     Pavarde4747    5       8       3       9       3       10      8       8       1       2       2       2       5       4       8           
Vardas4748     Pavarde4748    4       1       10      4       5       9       4       3       9       9       7       4       5       8       2           
Vardas4749     Pavarde4749    4       2       7       4       7       9       10      1       3       10      6       8       5       7       3           
Vardas4750     Pavarde4750    4       6       9       2       10      4       1       2       8       6       6       9       6       2       8           
Vardas4751     Pavarde4751    3       7       7       8       1       7       6       1       2       8       7       2       1       7       1           
Vardas4752     Pavarde4752    6       5       7       1       4       5       6       7       4       10      3       8       2       2       2           
Vardas4753     Pavarde4753    10      4       10      5       1       10      5       1       2       3       7       3       4       6       5           
Vardas4754     Pavarde4754    6       1       1       8       5       3       2       4       2       3       7       8       10      3       6           
Vardas4755     Pavarde4755    10      5       2       3       7       9       9       6       9       3       2       6       8       6       3           
Vardas4756     Pavarde4756    3       7       5       1       7       7       4       10      6       8       10      7       10      3       8           
Vardas4757     Pavarde4757    5       10      7       9       4       2       7       6       9       5       10      9       1       4       10          
Vardas4758     Pavarde4758    10      6       2       3       5       6       8       6       9       1       6       5       8       7       8           
Vardas4759     Pavarde4759    9       4       3       5       2       4       3       4       4       1       5       6       10      4       9           
Vardas4760     Pavarde4760    8       1       10      6       2       2       7       6       6       7       8       2       3       5       1           
Vardas4761     Pavarde4761    2       3       8       6       6       5       1       2       9       10      8       5       7       4       4           
Vardas4762     Pavarde4762    2       7       2       5       4       10      7       4       10      8       2       8       8       3       3           
Vardas4763     Pavarde4763    10      4       4       1       2       1       10      6       1       9       8       6       7       8       7           
Vardas4764     Pavarde4764    5       1       8       6       8       4       2       8       10      6       6       8       10      2       4           
Vardas4765     Pavarde4765    6       8       5       2       6       5       7       8       5       6       2       3       5       4       5           
Vardas4766     Pavarde4766    7       7       8       5       9       7       1       6       8       6       10      9       6       8       9           
Vardas4767     Pavarde4767    1       2       4       5       3       2       8       1       9       3       9       4       4       8       6           
Vardas4768     Pavarde4768    7       8       1       7       3       4       3       4       9       9       10      5       1       3       1           
Vardas4769     Pavarde4769    6       8       1       1       5       1       1       8       3       3       6       2       5       3       7           
Vardas4770     Pavarde4770    10      8       3       5       5       4       10      7       10      2       5       2       2       9       9           
Vardas4771     Pavarde4771    4       8       7       1       1       7       10      2       8       3       10      6       8       5       9           
Vardas4772     Pavarde4772    8       6       3       3       6       8       7       8       8       6       2       10      7       8       1           
Vardas4773     Pavarde4773    8       2       2       8       9       1       5       10      6       7       6       7       4       2       1           
Vardas4774     Pavarde4774    3       6       9       8       8       5       10      7       10      8       10      3       10      3       5           
Vardas4775     Pavarde4775    10      7       6       2       5       5       6       8       2       10      8       2       8       9       5           
Vardas4776     Pavarde4776    9       5       9       8       6       4       7       2       4       9       1       6       9       6       4           
Vardas4777     Pavarde4777    5       6       6       6       3       5       2       1       8       2       3       9       10      6       1           
Vardas4778     Pavarde4778    3       6       9       7       1       10      2       5       1       6       4       7       6       8       8           
Vardas4779     Pavarde4779    2       4       9       5       2       5       4       4       7       7       4       5       3       3       2           
Vardas4780     Pavarde4780    2       10      3       2       1       4       3       1       9       7       3       9       7       2       3           
Vardas4781     Pavarde4781    9       9       2       3       1       4       6       8       2       2       8       7       4       3       4           
Vardas4782     Pavarde4782    9       7       8       6       5       2       5       5       8       10      1       6       2       6       9           
Vardas4783     Pavarde4783    4       4       10      2       3       3       1       3       2       6       6       4       1       5       6           
Vardas4784     Pavarde4784    5       6       6       6       9       1       3       2       3       7       8       9       6       5       8           
Vardas4785     Pavarde4785    7       5       8       4       8       9       5       2       1       1       6       6       9       8       1           
Vardas4786     Pavarde4786    1       7       4       4       5       5       4       2       8       9       1       1       3       9       2           
Vardas4787     Pavarde4787    7       1       9       7       2       1       5       1       5       7       4       8       4       7       1           
Vardas4788     Pavarde4788    10      9       1       8       3       6       4       6       9       3       8       7       2       10      8           
Vardas4789     Pavarde4789    8       3       4       7       10      6       4       5       9       5       6       4       4       10      9           
Vardas4790     Pavarde4790    10      5       9       9       1       3       9       3       2       3       1       6       5       2       1           
Vardas4791     Pavarde4791    1       6       1       2       10      3       7       7       9       2       6       4       4       10      9           
Vardas4792     Pavarde4792    2       7       10      3       8       7       7       5       7       5       8       8       5       2       10          
Vardas4793     Pavarde4793    8       2       9       2       5       6       8       10      7       2       2       9       8       9       7           
Vardas4794     Pavarde4794    9       3       9       9       7       7       3       1       9       8       5       1       1       6       8           
Vardas4795     Pavarde4795    7       10      2       5       4       8       3       7       3       8       7       3       8       1       10          
Vardas4796     Pavarde4796    6       3       5       9       8       6       9       3       2       4       6       5       9       8       3           
Vardas4797     Pavarde4797    2       6       4       10      7       7       1       6       6       4       10      9       1       6       8           
Vardas4798     Pavarde4798    1       10      5       4       1       4       4       10      1       10      8       2       5       10      7           
Vardas4799     Pavarde4799    7       10      7       5       4       1       1       2       6       10      6       3       4       10      9           
Vardas4800     Pavarde4800    5       8       4       5       6       6       3       4       5       3       4       7       7       10      2           
Vardas4801     Pavarde4801    8       8       4       6       9       2       9       5       2       5       8       3       7       9       4           
Vardas4802     Pavarde4802    4       8       8       5       4       9       5       6       8       2       5       4       5       7       5           
Vardas4803     Pavarde4803    9       8       4       6       3       1       6       1       6       2       8       3       4       2       4           
Vardas4804     Pavarde4804    10      6       8       10      10      3       8       10      8       9       3       9       9       9       6           
Vardas4805     Pavarde4805    4       4       10      2       3       10      5       3       1       8       4       1       5       7       4           
Vardas4806     Pavarde4806    5       3       1       5       6       5       5       9       10      9       6       7       5       10      9           
Vardas4807     Pavarde4807    4       4       1       4       8       2       10      10      8       5       2       1       3       8       8           
Vardas4808     Pavarde4808    1       1       8       5       5       2       7       2       9       1       9       10      2       4       9           
Vardas4809     Pavarde4809    5       5       9       5       7       2       1       10      5       3       5       1       3       3       8           
Vardas4810     Pavarde4810    3       8       3       4       9       5       6       3       8       1       7       4       4       6       8           
Vardas4811     Pavarde4811    2       8       9       2       1       3       6       6       2       9       1       5       10      4       1           
Vardas4812     Pavarde4812    8       10      2       2       6       5       3       5       3       6       9       5       3       7       10          
Vardas4813     Pavarde4813    5       9       2       3       3       10      10      6       8       5       8       2       4       9       10          
Vardas4814     Pavarde4814    1       8       4       1       8       8       8       1       3       1       6       1       6       10      9           
Vardas4815     Pavarde4815    6       9       8       4       8       2       8       9       3       5       6       4       4       2       1           
Vardas4816     Pavarde4816    6       1       8       8       6       5       8       2       10      7       7       3       9       10      5           
Vardas4817     Pavarde4817    9       9       1       7       10      10      6       6       5       9       2       7       9       6       4           
Vardas4818     Pavarde4818    3       3       7       9       6       10      7       9       6       9       8       3       4       10      10          
Vardas4819     Pavarde4819    4       2       5       3       1       8       5       4       9       10      8       6       4       9       3           
Vardas4820     Pavarde4820    3       4       2       6       9       10      6       2       4       1       10      5       8       4       6           
Vardas4821     Pavarde4821    9       3       8       8       5       2       6       8       5       10      1       4       8       5       5           
Vardas4822     Pavarde4822    5       6       8       1       8       1       7       1       5       3       10      9       8       9       7           
Vardas4823     Pavarde4823    10      10      7       6       3       2       9       1       4       8       4       4       9       5       5           
Vardas4824     Pavarde4824    7       1       3       8       9       2       5       9       3       4       8       4       8       1       4           
Vardas4825     Pavarde4825    1       10      9       1       2       6       4       4       3       3       3       1       1       1       5           
Vardas4826     Pavarde4826    4       7       10      1       10      3       4       8       10      2       8       2       4       2       8           
Vardas4827     Pavarde4827    2       4       9       7       10      1       8       8       8       6       10      10      4       8       5           
Vardas4828     Pavarde4828    3       3       3       7       9       3       2       9       2       3       6       5       6       7       9           
Vardas4829     Pavarde4829    8       8       7       4       6       4       3       7       5       8       6       6       9       8       3           
Vardas4830     Pavarde4830    2       2       1       1       7       10      6       10      3       6       5       2       3       2       7           
Vardas4831     Pavarde4831    9       3       7       5       10      4       2       2       5       8       7       4       10      6       5           
Vardas4832     Pavarde4832    10      10      10      4       4       8       7       8       6       8       2       4       5       7       4           
Vardas4833     Pavarde4833    1       2       5       7       3       5       4       6       2       9       1       10      4       5       6           
Vardas4834     Pavarde4834    4       8       6       5       6       8       3       2       5       5       1       9       8       8       4           
Vardas4835     Pavarde4835    2       7       6       5       7       1       1       8       7       3       3       5       5       6       10          
Vardas4836     Pavarde4836    7       2       2       4       2       4       8       9       8       9       1       4       5       2       6           
Vardas4837     Pavarde4837    2       4       10      7       9       4       8       3       6       9       4       7       1       6       10          
Vardas4838     Pavarde4838    8       8       7       2       6       2       2       4       6       3       9       7       5       2       2           
Vardas4839     Pavarde4839    3       1       3       5       3       2       1       2       4       1       6       7       6       3       3           
Vardas4840     Pavarde4840    1       3       2       5       9       6       10      6       6       9       6       10      7       1       4           
Vardas4841     Pavarde4841    1       9       1       7       5       3       10      4       10      8       1       3       4       5       6           
Vardas4842     Pavarde4842    9       10      6       7       3       7       8       4       5       3       5       10      8       10      4           
Vardas4843     Pavarde4843    8       4       2       3       6       6       4       8       6       7       9       4       3       5       5           
Vardas4844     Pavarde4844    9       7       10      9       2       4       10      10      8       9       8       4       8       8       5           
Vardas4845     Pavarde4845    9       3       9       5       8       8       9       2       5       1       10      9       4       5       6           
Vardas4846     Pavarde4846    10      7       4       5       3       8       5       5       3       2       9       6       7       3       9           
Vardas4847     Pavarde4847    6       10      5       2       8       7       10      2       10      9       10      10      4       4       8           
Vardas4848     Pavarde4848    2       4       10      4       6       9       9       6       4       3       9       5       6       4       6           
Vardas4849     Pavarde4849    3       2       4       3       9       8       9       3       2       7       5       3       5       3       4           
Vardas4850     Pavarde4850    1       2       10      2       9       7       7       3       1       7       1       7       8       3       2           
Vardas4851     Pavarde4851    6       8       2       8       6       8       1       5       5       8       4       9       3       7       8           
Vardas4852     Pavarde4852    5       9       6       3       9       4       9       5       10      5       7       4       2       3       3           
Vardas4853     Pavarde4853    4       2       9       3       8       1       4       1       4       4       2       8       6       6       7           
Vardas4854     Pavarde4854    3       6       5       9       1       5       2       1       1       8       7       2       4       6       4           
Vardas4855     Pavarde4855    8       4       6       8       4       4       3       6       1       1       1       3       3       1       4           
Vardas4856     Pavarde4856    4       3       7       10      3       8       9       10      9       10      6       5       1       5       1           
Vardas4857     Pavarde4857    1       5       8       2       7       10      4       9       10      7       1       10      2       8       8           
Vardas4858     Pavarde4858    2       10      3       4       6       7       6       5       10      10      7       5       2       8       2           
Vardas4859     Pavarde4859    2       4       3       10      2       8       1       8       9       5       9       9       8       10      6           
Vardas4860     Pavarde4860    4       2       3       7       4       10      6       5       7       6       7       6       9       9       3           
Vardas4861     Pavarde4861    8       8       5       5       1       3       7       2       2       9       7       8       9       9       5           
Vardas4862     Pavarde4862    9       2       4       6       8       4       4       5       1       8       4       4       2       10      5           
Vardas4863     Pavarde4863    3       8       8       9       9       7       7       10      9       7       4       5       7       10      5           
Vardas4864     Pavarde4864    7       7       10      3       3       4       7       7       1       6       5       3       9       8       5           
Vardas4865     Pavarde4865    6       5       2       8       4       4       10      7       7       10      6       1       5       3       3           
Vardas4866     Pavarde4866    1       2       6       9       3       9       10      1       10      4       3       7       2       9       9           
Vardas4867     Pavarde4867    1       6       9       6       6       9       1       6       9       2       2       5       2       6       3           
Vardas4868     Pavarde4868    1       8       2       4       6       4       6       4       8       3       7       9       10      2       7           
Vardas4869     Pavarde4869    1       1       6       1       2       9       4       8       4       2       6       10      8       7       4           
Vardas4870     Pavarde4870    3       8       2       2       4       7       3       1       10      5       3       1       8       1       3           
Vardas4871     Pavarde4871    4       3       5       1       7       5       2       4       9       4       3       2       8       1       5           
Vardas4872     Pavarde4872    7       9       10      3       8       8       5       2       1       9       3       8       10      7       5           
Vardas4873     Pavarde4873    5       7       5       1       10      1       1       9       9       3       7       5       9       10      2           
Vardas4874     Pavarde4874    8       3       1       8       6       8       3       8       1       5       5       6       7       1       7           
Vardas4875     Pavarde4875    3       8       5       8       7       3       5       1       3       1       10      1       10      9       1           
Vardas4876     Pavarde4876    8       6       1       10      9       9       2       5       9       5       4       9       10      9       10          
Vardas4877     Pavarde4877    9       9       5       1       6       7       10      9       7       6       10      4       8       5       5           
Vardas4878     Pavarde4878    4       4       5       10      9       4       8       7       1       2       5       5       6       3       4           
Vardas4879     Pavarde4879    6       3       2       3       8       7       5       9       3       10      3       3       10      8       7           
Vardas4880     Pavarde4880    2       7       6       7       7       8       6       5       7       4       8       7       8       3       7           
Vardas4881     Pavarde4881    3       8       9       9       3       6       10      1       9       10      7       4       7       7       3           
Vardas4882     Pavarde4882    6       6       6       5       8       1       5       6       2       8       7       3       8       1       6           
Vardas4883     Pavarde4883    9       8       9       3       10      5       9       5       5       7       2       5       6       6       4           
Vardas4884     Pavarde4884    9       8       1       10      8       3       10      9       3       4       6       9       9       3       9           
Vardas4885     Pavarde4885    6       3       4       6       4       7       3       4       6       10      1       3       8       5       7           
Vardas4886     Pavarde4886    9       10      2       6       7       7       4       8       3       9       7       8       1       4       3           
Vardas4887     Pavarde4887    7       6       2       2       1       5       6       8       8       10      7       4       4       4       9           
Vardas4888     Pavarde4888    8       7       6       5       1       6       8       8       6       6       10      7       2       4       8           
Vardas4889     Pavarde4889    3       4       6       3       4       3       7       7       8       9       8       3       9       1       7           
Vardas4890     Pavarde4890    10      10      8       2       6       9       10      10      1       6       8       1       1       8       2           
Vardas4891     Pavarde4891    4       2       6       1       6       6       6       7       8       8       6       5       9       7       3           
Vardas4892     Pavarde4892    10      10      7       6       3       10      8       9       6       9       3       10      1       3       3           
Vardas4893     Pavarde4893    3       6       2       4       10      5       4       10      10      8       7       1       6       6       8           
Vardas4894     Pavarde4894    2       6       1       1       6       7       8       7       4       8       10      7       5       5       5           
Vardas4895     Pavarde4895    7       3       9       2       6       10      1       5       7       3       6       9       3       5       9           
Vardas4896     Pavarde4896    4       2       4       2       4       8       2       6       6       5       9       9       4       7       4           
Vardas4897     Pavarde4897    7       9       6       5       4       4       5       7       3       5       7       8       6       7       4           
Vardas4898     Pavarde4898    1       5       6       10      6       5       1       5       4       4       5       2       5       5       8           
Vardas4899     Pavarde4899    8       9       1       9       3       1       5       8       9       6       7       4       8       10      1           
Vardas4900     Pavarde4900    3       3       6       2       5       8       10      10      6       5       10      2       9       3       3           
Vardas4901     Pavarde4901    8       6       9       8       10      2       4       3       8       1       5       5       6       9       8           
Vardas4902     Pavarde4902    3       9       5       10      4       7       8       3       9       5       5       10      2       10      4           
Vardas4903     Pavarde4903    9       5       3       7       7       9       9       6       9       3       5       2       9       1       1           
Vardas4904     Pavarde4904    9       4       1       5       10      4       8       1       4       2       1       3       1       3       8           
Vardas4905     Pavarde4905    1       8       2       8       9       8       6       5       2       8       3       7       9       9       2           
Vardas4906     Pavarde4906    8       1       3       10      6       4       5       2       2       10      7       3       10      9       8           
Vardas4907     Pavarde4907    4       5       6       1       3       6       9       2       9       6       10      1       8       5       10          
Vardas4908     Pavarde4908    3       7       9       10      8       3       10      8       2       10      2       5       6       2       9           
Vardas4909     Pavarde4909    8       5       7       6       8       6       10      7       9       1       2       9       9       7       5           
Vardas4910     Pavarde4910    5       10      5       5       1       4       9       6       7       8       8       10      7       4       7           
Vardas4911     Pavarde4911    4       8       9       4       10      5       3       9       8       5       9       4       4       6       5           
Vardas4912     Pavarde4912    8       9       10      1       8       10      10      2       4       3       9       1       1       10      9           
Vardas4913     Pavarde4913    2       9       10      6       2       1       6       8       7       10      9       8       5       3       1           
Vardas4914     Pavarde4914    1       7       4       10      1       6       10      10      7       3       6       5       5       5       3           
Vardas4915     Pavarde4915    5       10      4       1       5       7       7       5       7       2       4       7       6       7       6           
Vardas4916     Pavarde4916    4       8       3       9       5       8       9       6       6       9       3       5       6       5       6           
Vardas4917     Pavarde4917    5       10      9       3       5       1       8       8       3       5       4       1       4       4       4           
Vardas4918     Pavarde4918    10      4       6       5       10      6       9       2       1       3       10      1       1       10      2           
Vardas4919     Pavarde4919    1       3       5       3       7       7       9       4       7       3       10      7       8       10      8           
Vardas4920     Pavarde4920    10      5       4       9       9       1       9       8       6       7       8       7       5       1       10          
Vardas4921     Pavarde4921    4       9       5       5       5       8       10      6       2       6       7       9       4       4       7           
Vardas4922     Pavarde4922    1       1       7       6       5       6       5       2       3       4       1       5       4       4       3           
Vardas4923     Pavarde4923    2       2       10      1       2       5       5       7       5       8       8       8       9       2       3           
Vardas4924     Pavarde4924    10      9       4       9       1       9       6       1       7       5       5       7       10      5       10          
Vardas4925     Pavarde4925    7       9       5       1       1       7       10      10      4       10      4       9       6       3       6           
Vardas4926     Pavarde4926    10      3       2       2       3       10      4       6       4       1       1       6       9       4       5           
Vardas4927     Pavarde4927    7       8       3       2       4       6       8       1       8       10      7       1       8       8       2           
Vardas4928     Pavarde4928    6       3       9       7       1       6       10      9       9       9       2       4       9       6       2           
Vardas4929     Pavarde4929    3       3       10      6       1       6       8       9       6       7       10      2       2       2       7           
Vardas4930     Pavarde4930    5       9       2       7       2       8       8       8       4       2       6       4       2       1       10          
Vardas4931     Pavarde4931    5       5       1       1       5       4       9       4       3       7       1       1       6       1       3           
Vardas4932     Pavarde4932    9       4       3       7       4       6       10      2       5       1       7       6       7       2       8           
Vardas4933     Pavarde4933    5       5       8       9       7       7       9       6       2       4       7       5       9       10      10          
Vardas4934     Pavarde4934    6       7       2       7       9       1       6       6       2       4       4       5       7       2       6           
Vardas4935     Pavarde4935    5       2       4       7       2       1       6       10      7       3       4       5       7       6       2           
Vardas4936     Pavarde4936    8       8       2       10      2       1       4       10      9       3       5       6       2       7       8           
Vardas4937     Pavarde4937    4       10      4       4       8       5       5       3       7       7       7       5       10      7       6           
Vardas4938     Pavarde4938    6       4       7       4       7       9       7       8       1       8       3       2       9       7       2           
