Vardas         Pavarde        ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    ND11    ND12    ND13    ND14    Egzaminas   
Vardas42158    Pavarde42158   10      2       9       5       9       2       8       8       4       9       7       6       10      9       3           
Vardas42159    Pavarde42159   6       8       7       3       6       10      7       3       9       4       3       1       10      2       9           
Vardas42160    Pavarde42160   10      9       8       2       9       7       10      1       5       3       2       5       4       1       4           
Vardas42161    Pavarde42161   9       3       2       8       2       9       2       2       4       8       6       6       3       7       3           
Vardas42162    Pavarde42162   3       9       2       8       6       1       3       4       9       3       6       2       9       6       9           
Vardas42163    Pavarde42163   7       2       7       3       8       4       7       8       10      9       5       7       7       5       4           
Vardas42164    Pavarde42164   4       7       8       10      5       9       10      4       10      8       7       3       9       7       8           
Vardas42165    Pavarde42165   7       1       6       6       5       8       6       5       10      4       8       10      6       6       2           
Vardas42166    Pavarde42166   2       9       6       9       6       9       3       1       6       9       2       5       7       1       4           
Vardas42167    Pavarde42167   4       3       8       10      3       7       4       1       4       5       5       3       5       5       5           
Vardas42168    Pavarde42168   7       1       6       10      10      3       4       6       7       8       1       3       3       2       5           
Vardas42169    Pavarde42169   6       8       5       5       5       10      6       7       2       9       9       5       5       5       6           
Vardas42170    Pavarde42170   8       3       9       10      6       7       2       3       3       8       7       9       6       2       10          
Vardas42171    Pavarde42171   10      10      3       9       8       9       6       4       10      2       1       10      10      1       1           
Vardas42172    Pavarde42172   9       3       5       8       10      10      4       6       10      7       2       9       2       9       4           
Vardas42173    Pavarde42173   8       9       5       6       8       6       2       9       9       10      8       5       10      6       1           
Vardas42174    Pavarde42174   3       9       8       8       3       7       10      8       1       4       9       8       2       7       5           
Vardas42175    Pavarde42175   4       6       10      3       2       8       5       3       3       6       6       3       2       5       9           
Vardas42176    Pavarde42176   10      9       9       10      3       5       3       3       8       10      5       8       2       7       6           
Vardas42177    Pavarde42177   8       8       8       3       4       2       8       6       8       9       8       4       10      10      3           
Vardas42178    Pavarde42178   10      10      5       7       5       10      2       1       4       8       4       8       7       10      7           
Vardas42179    Pavarde42179   10      9       10      2       7       3       1       9       3       5       9       9       9       5       2           
Vardas42180    Pavarde42180   7       10      3       4       5       3       9       9       9       5       5       8       8       10      1           
Vardas42181    Pavarde42181   6       9       8       7       9       9       2       6       2       10      7       8       1       9       2           
Vardas42182    Pavarde42182   7       4       2       7       4       3       5       10      1       7       6       10      6       5       6           
Vardas42183    Pavarde42183   2       10      7       7       10      7       10      6       4       10      9       3       7       6       4           
Vardas42184    Pavarde42184   6       4       3       5       3       1       6       8       7       4       7       4       1       6       10          
Vardas42185    Pavarde42185   3       4       5       7       4       7       6       9       4       3       2       8       4       9       5           
Vardas42186    Pavarde42186   2       8       6       3       6       8       7       4       3       2       2       4       2       6       2           
Vardas42187    Pavarde42187   2       3       4       6       7       6       5       8       6       8       8       4       5       9       5           
Vardas42188    Pavarde42188   3       7       10      2       1       1       6       5       8       2       10      1       7       4       9           
Vardas42189    Pavarde42189   1       6       2       4       8       4       1       5       1       10      3       9       4       7       6           
Vardas42190    Pavarde42190   1       9       4       1       8       2       9       4       10      6       9       9       4       6       3           
Vardas42191    Pavarde42191   4       8       10      1       8       7       9       2       6       9       3       6       7       9       10          
Vardas42192    Pavarde42192   6       8       1       3       8       4       8       8       7       6       10      10      5       5       1           
Vardas42193    Pavarde42193   3       9       9       9       10      5       10      10      2       1       9       1       7       9       9           
Vardas42194    Pavarde42194   9       9       4       2       5       3       1       9       3       7       1       3       7       1       7           
Vardas42195    Pavarde42195   5       4       4       3       4       2       2       10      6       7       2       3       2       6       4           
Vardas42196    Pavarde42196   3       6       1       3       4       6       2       4       9       3       3       5       3       5       4           
Vardas42197    Pavarde42197   4       6       5       2       9       9       4       1       3       9       6       9       6       3       8           
Vardas42198    Pavarde42198   3       4       9       8       7       1       6       2       10      8       2       6       7       1       1           
Vardas42199    Pavarde42199   9       7       10      10      2       7       2       9       4       1       8       3       6       4       10          
Vardas42200    Pavarde42200   2       5       10      3       2       10      10      10      6       4       1       7       2       1       9           
Vardas42201    Pavarde42201   3       10      9       9       8       8       3       5       2       8       9       2       4       2       9           
Vardas42202    Pavarde42202   3       8       8       4       7       1       2       10      2       1       4       5       6       2       4           
Vardas42203    Pavarde42203   8       6       1       5       8       9       7       10      8       5       2       6       6       2       2           
Vardas42204    Pavarde42204   5       2       1       2       9       1       10      4       3       6       6       7       7       2       3           
Vardas42205    Pavarde42205   2       9       6       2       3       8       10      8       5       4       5       6       8       4       10          
Vardas42206    Pavarde42206   6       3       10      4       9       2       1       5       7       8       3       5       8       1       8           
Vardas42207    Pavarde42207   2       1       9       3       3       9       8       4       2       4       5       8       5       8       8           
Vardas42208    Pavarde42208   7       6       2       6       6       3       3       6       4       10      7       5       9       2       6           
Vardas42209    Pavarde42209   6       2       8       9       5       7       8       3       9       3       3       1       2       8       8           
Vardas42210    Pavarde42210   4       7       9       4       8       10      4       10      5       3       2       8       10      7       7           
Vardas42211    Pavarde42211   7       6       2       8       4       7       2       10      2       7       1       10      10      10      1           
Vardas42212    Pavarde42212   5       2       2       7       4       10      7       9       3       9       9       10      2       7       1           
Vardas42213    Pavarde42213   4       6       8       3       6       3       2       5       3       9       2       4       10      9       8           
Vardas42214    Pavarde42214   7       3       6       6       4       5       10      2       6       1       6       10      2       3       1           
Vardas42215    Pavarde42215   2       5       7       5       10      7       7       10      9       5       2       3       10      5       6           
Vardas42216    Pavarde42216   8       9       7       9       6       6       8       1       6       5       9       1       4       2       8           
Vardas42217    Pavarde42217   9       9       1       5       8       10      5       9       3       9       1       5       8       9       8           
Vardas42218    Pavarde42218   10      7       7       1       6       4       6       5       5       3       8       7       3       10      2           
Vardas42219    Pavarde42219   4       2       3       3       5       4       8       10      6       3       7       3       5       4       1           
Vardas42220    Pavarde42220   6       4       10      1       7       2       9       6       4       1       4       6       3       6       1           
Vardas42221    Pavarde42221   1       2       6       1       1       1       3       4       4       8       5       8       10      9       4           
Vardas42222    Pavarde42222   6       1       6       1       4       8       4       3       7       5       9       5       4       9       10          
Vardas42223    Pavarde42223   9       4       5       2       10      7       4       3       3       1       1       5       3       3       10          
Vardas42224    Pavarde42224   2       10      10      10      1       5       2       4       8       1       2       10      9       9       3           
Vardas42225    Pavarde42225   1       9       4       4       3       9       10      1       6       5       1       10      8       10      4           
Vardas42226    Pavarde42226   1       10      1       6       2       7       3       7       4       4       6       7       9       4       8           
Vardas42227    Pavarde42227   5       2       7       9       5       3       4       3       8       6       9       4       5       10      6           
Vardas42228    Pavarde42228   9       2       9       6       4       5       4       3       3       3       5       4       8       8       6           
Vardas42229    Pavarde42229   4       8       6       3       5       8       2       9       6       5       5       9       10      6       7           
Vardas42230    Pavarde42230   6       3       3       7       1       10      6       9       9       4       3       8       1       9       5           
Vardas42231    Pavarde42231   5       4       10      5       1       1       4       3       4       5       5       7       1       6       2           
Vardas42232    Pavarde42232   2       1       10      1       3       6       7       7       4       1       8       8       10      10      1           
Vardas42233    Pavarde42233   6       9       7       10      8       5       6       10      3       7       6       10      9       10      8           
Vardas42234    Pavarde42234   8       8       2       7       10      6       2       9       9       3       4       2       3       10      9           
Vardas42235    Pavarde42235   1       5       10      7       9       6       8       3       2       6       10      3       6       4       5           
Vardas42236    Pavarde42236   8       10      3       9       6       4       8       10      10      4       5       4       10      5       4           
Vardas42237    Pavarde42237   2       3       1       1       7       2       4       10      10      6       6       10      3       3       5           
Vardas42238    Pavarde42238   5       10      10      6       7       9       8       7       1       8       2       3       6       6       4           
Vardas42239    Pavarde42239   2       2       9       9       1       4       7       7       10      1       9       4       10      5       8           
Vardas42240    Pavarde42240   9       5       9       9       8       5       5       2       1       6       10      8       3       3       8           
Vardas42241    Pavarde42241   8       5       5       8       8       1       3       2       2       4       2       5       2       10      2           
Vardas42242    Pavarde42242   3       4       3       7       9       6       2       1       5       1       8       4       1       5       4           
Vardas42243    Pavarde42243   7       6       1       5       8       10      6       8       7       9       7       8       8       2       9           
Vardas42244    Pavarde42244   5       4       6       5       4       8       9       4       5       6       10      7       5       4       10          
Vardas42245    Pavarde42245   7       10      9       10      3       8       4       8       5       7       6       3       10      3       4           
Vardas42246    Pavarde42246   4       5       3       7       5       5       9       7       1       9       4       4       5       1       5           
Vardas42247    Pavarde42247   2       5       8       9       6       6       10      2       8       4       9       3       9       4       5           
Vardas42248    Pavarde42248   7       1       4       2       1       8       9       8       1       2       4       8       1       10      8           
Vardas42249    Pavarde42249   9       9       3       8       9       2       8       3       5       5       9       2       10      7       1           
Vardas42250    Pavarde42250   10      9       5       2       6       8       4       4       6       8       6       2       9       4       4           
Vardas42251    Pavarde42251   5       4       4       5       7       7       7       4       6       3       10      2       7       6       6           
Vardas42252    Pavarde42252   4       4       1       7       7       10      8       5       7       4       10      2       2       6       7           
Vardas42253    Pavarde42253   4       3       7       1       1       6       4       7       2       2       9       4       6       6       10          
Vardas42254    Pavarde42254   3       6       10      4       3       10      1       6       10      4       7       7       5       3       9           
Vardas42255    Pavarde42255   10      6       10      2       2       3       5       7       9       9       1       8       4       9       10          
Vardas42256    Pavarde42256   9       4       10      5       4       1       4       5       1       5       6       9       10      3       1           
Vardas42257    Pavarde42257   1       10      2       6       4       7       2       3       8       6       8       1       4       10      6           
Vardas42258    Pavarde42258   10      5       5       7       8       4       2       10      9       4       4       1       9       8       9           
Vardas42259    Pavarde42259   10      1       2       4       1       2       6       10      3       5       4       1       2       9       4           
Vardas42260    Pavarde42260   4       9       1       1       5       6       1       5       2       3       10      9       6       8       9           
Vardas42261    Pavarde42261   1       6       9       3       7       5       9       1       9       10      3       6       2       3       8           
Vardas42262    Pavarde42262   7       1       2       8       3       5       2       5       1       1       5       1       6       1       2           
Vardas42263    Pavarde42263   8       6       3       3       6       8       10      4       8       1       7       5       3       5       2           
Vardas42264    Pavarde42264   7       4       5       5       6       6       4       1       9       9       10      3       7       9       6           
Vardas42265    Pavarde42265   10      9       8       3       2       8       1       5       3       4       5       6       6       6       2           
Vardas42266    Pavarde42266   5       3       9       10      1       8       1       4       10      5       2       8       8       4       9           
Vardas42267    Pavarde42267   4       2       4       6       1       5       10      7       4       2       9       8       9       10      3           
Vardas42268    Pavarde42268   6       8       3       10      10      6       7       9       7       2       5       10      2       2       8           
Vardas42269    Pavarde42269   10      2       5       5       9       1       4       10      5       5       4       3       2       10      10          
Vardas42270    Pavarde42270   2       7       3       5       9       2       10      10      6       3       6       3       7       6       4           
Vardas42271    Pavarde42271   9       2       10      9       9       3       4       8       9       8       3       10      5       10      9           
Vardas42272    Pavarde42272   9       10      2       3       1       2       6       2       5       10      1       3       4       1       1           
Vardas42273    Pavarde42273   1       9       6       9       1       3       2       8       8       6       8       8       6       9       9           
Vardas42274    Pavarde42274   7       4       3       9       4       5       3       6       10      10      8       10      8       9       7           
Vardas42275    Pavarde42275   1       8       5       6       7       10      5       5       6       2       4       8       8       2       1           
Vardas42276    Pavarde42276   9       5       3       3       6       2       3       2       4       2       7       7       8       8       1           
Vardas42277    Pavarde42277   9       8       4       8       10      7       10      3       9       5       8       3       4       2       1           
Vardas42278    Pavarde42278   6       4       6       7       10      7       5       3       4       9       7       2       6       1       4           
Vardas42279    Pavarde42279   7       7       6       9       8       1       7       4       2       8       3       10      6       8       7           
Vardas42280    Pavarde42280   6       1       10      8       1       2       2       8       4       5       10      4       2       6       1           
Vardas42281    Pavarde42281   9       7       10      8       6       3       5       3       3       10      3       2       7       1       2           
Vardas42282    Pavarde42282   3       7       9       1       2       10      1       8       1       9       1       4       9       7       1           
Vardas42283    Pavarde42283   5       8       4       8       8       6       2       6       6       10      1       1       2       6       6           
Vardas42284    Pavarde42284   9       2       1       3       9       6       4       6       1       7       6       3       7       1       8           
Vardas42285    Pavarde42285   10      1       3       1       1       5       7       8       8       4       10      3       10      10      4           
Vardas42286    Pavarde42286   5       10      4       5       6       10      5       9       5       6       3       10      6       8       7           
Vardas42287    Pavarde42287   4       8       1       2       2       2       5       5       10      10      8       6       8       3       9           
Vardas42288    Pavarde42288   8       2       2       3       8       8       4       3       4       8       7       6       1       7       3           
Vardas42289    Pavarde42289   4       3       8       5       7       8       10      6       1       10      10      6       3       8       1           
Vardas42290    Pavarde42290   4       5       8       4       4       3       8       1       4       10      2       4       1       5       7           
Vardas42291    Pavarde42291   7       4       3       3       4       7       10      6       1       9       3       7       1       8       2           
Vardas42292    Pavarde42292   9       3       1       8       6       10      6       7       9       1       6       10      7       3       3           
Vardas42293    Pavarde42293   3       9       10      8       10      1       4       3       4       10      7       5       9       6       9           
Vardas42294    Pavarde42294   4       10      7       4       2       2       10      10      2       3       5       10      9       9       10          
Vardas42295    Pavarde42295   6       1       9       4       7       3       4       6       2       5       4       5       3       4       10          
Vardas42296    Pavarde42296   5       1       3       2       9       4       1       9       7       6       1       8       5       4       8           
Vardas42297    Pavarde42297   10      5       10      7       5       9       8       4       4       10      1       3       1       10      7           
Vardas42298    Pavarde42298   4       6       8       3       6       2       9       3       6       2       8       1       10      4       8           
Vardas42299    Pavarde42299   3       8       9       5       8       2       4       3       3       8       10      5       9       2       3           
Vardas42300    Pavarde42300   4       6       9       4       6       4       1       2       8       6       9       4       4       5       1           
Vardas42301    Pavarde42301   6       9       2       2       9       9       1       1       8       2       10      10      3       2       1           
Vardas42302    Pavarde42302   10      5       8       7       10      1       2       1       6       4       2       4       3       4       3           
Vardas42303    Pavarde42303   8       6       9       6       6       8       2       7       7       5       2       2       1       9       2           
Vardas42304    Pavarde42304   9       2       7       7       5       8       1       7       3       1       3       2       5       2       9           
Vardas42305    Pavarde42305   3       9       6       3       8       6       8       8       3       3       9       9       10      8       2           
Vardas42306    Pavarde42306   9       8       7       3       10      5       7       8       8       8       4       9       1       7       4           
Vardas42307    Pavarde42307   6       5       4       6       2       2       9       6       7       3       5       8       7       9       6           
Vardas42308    Pavarde42308   9       4       5       9       6       6       8       5       9       6       4       10      2       9       4           
Vardas42309    Pavarde42309   8       6       8       3       5       2       3       10      7       4       2       8       3       6       7           
Vardas42310    Pavarde42310   6       9       1       5       9       3       4       8       1       2       8       9       10      2       5           
Vardas42311    Pavarde42311   7       2       10      7       2       1       5       8       1       3       1       1       2       4       3           
Vardas42312    Pavarde42312   1       6       2       10      2       6       2       10      2       6       9       8       7       5       2           
Vardas42313    Pavarde42313   7       7       10      5       2       2       2       3       6       3       7       9       2       4       6           
Vardas42314    Pavarde42314   9       3       2       5       4       5       7       7       6       3       10      4       9       9       2           
Vardas42315    Pavarde42315   10      3       3       6       8       5       10      1       1       7       3       5       9       7       9           
Vardas42316    Pavarde42316   7       2       10      1       2       8       9       9       7       8       6       4       9       2       5           
Vardas42317    Pavarde42317   7       3       6       5       8       3       6       6       10      9       6       7       2       9       4           
Vardas42318    Pavarde42318   8       10      6       10      4       1       8       8       2       5       3       1       10      8       2           
Vardas42319    Pavarde42319   10      5       4       8       3       10      2       8       2       7       5       9       5       8       6           
Vardas42320    Pavarde42320   2       6       5       8       5       5       2       1       7       3       4       6       7       7       2           
Vardas42321    Pavarde42321   3       10      3       3       10      4       7       8       1       7       3       7       4       2       8           
Vardas42322    Pavarde42322   1       8       9       6       6       1       9       8       8       5       8       8       4       7       8           
Vardas42323    Pavarde42323   4       1       8       6       10      5       6       2       9       4       10      5       8       5       5           
Vardas42324    Pavarde42324   7       9       10      9       9       8       10      7       4       6       8       8       5       7       6           
Vardas42325    Pavarde42325   5       8       7       5       7       7       3       2       2       9       2       6       1       10      7           
Vardas42326    Pavarde42326   1       8       3       1       4       3       3       10      4       4       9       9       6       3       5           
Vardas42327    Pavarde42327   2       9       5       6       5       5       10      6       9       1       7       2       4       8       2           
Vardas42328    Pavarde42328   9       1       1       5       6       1       5       10      9       9       10      8       2       7       8           
Vardas42329    Pavarde42329   7       2       6       10      7       1       9       2       9       1       4       2       1       9       4           
Vardas42330    Pavarde42330   10      2       10      5       2       4       7       1       6       5       5       2       10      5       9           
Vardas42331    Pavarde42331   9       10      1       9       8       5       7       10      7       6       9       3       3       3       7           
Vardas42332    Pavarde42332   4       9       3       3       7       5       7       2       6       10      6       10      4       9       9           
Vardas42333    Pavarde42333   7       5       2       8       6       1       9       4       5       7       2       9       5       10      4           
Vardas42334    Pavarde42334   6       10      6       3       3       6       10      7       6       1       10      6       9       1       10          
Vardas42335    Pavarde42335   9       3       7       1       10      5       2       7       5       8       2       6       4       2       10          
Vardas42336    Pavarde42336   2       3       6       3       5       4       2       9       5       10      1       4       10      4       4           
Vardas42337    Pavarde42337   6       6       1       9       9       3       7       2       2       9       8       8       9       2       6           
Vardas42338    Pavarde42338   1       8       10      5       7       6       4       5       3       9       10      8       2       7       2           
Vardas42339    Pavarde42339   8       1       2       4       3       4       9       2       5       9       2       4       4       6       6           
Vardas42340    Pavarde42340   7       1       2       6       9       7       3       10      2       8       2       10      8       10      6           
Vardas42341    Pavarde42341   5       1       3       6       10      5       3       10      1       4       6       2       9       3       6           
Vardas42342    Pavarde42342   2       2       4       7       5       7       8       6       10      9       5       8       9       2       9           
Vardas42343    Pavarde42343   6       4       2       7       7       6       3       2       10      6       6       2       4       4       8           
Vardas42344    Pavarde42344   1       3       7       2       1       9       8       7       3       6       10      7       2       10      7           
Vardas42345    Pavarde42345   5       2       1       4       8       5       8       5       7       3       7       3       7       10      2           
Vardas42346    Pavarde42346   5       1       1       2       2       1       9       6       2       10      5       4       1       7       7           
Vardas42347    Pavarde42347   5       8       8       6       8       4       2       10      4       10      1       1       1       2       10          
Vardas42348    Pavarde42348   5       5       10      8       2       6       6       10      4       10      8       5       6       5       1           
Vardas42349    Pavarde42349   10      5       3       1       8       3       10      2       8       7       3       7       4       1       2           
Vardas42350    Pavarde42350   9       5       6       9       9       2       3       10      6       2       4       6       3       5       1           
Vardas42351    Pavarde42351   5       3       7       10      9       10      2       5       7       7       9       5       2       4       9           
Vardas42352    Pavarde42352   2       3       5       7       6       5       9       4       2       3       2       8       2       1       7           
Vardas42353    Pavarde42353   1       6       9       6       2       8       3       1       3       1       7       2       3       7       1           
Vardas42354    Pavarde42354   4       5       7       4       8       7       9       4       7       2       4       9       1       2       4           
Vardas42355    Pavarde42355   6       9       2       1       4       1       9       6       2       1       5       1       3       1       9           
Vardas42356    Pavarde42356   7       1       5       1       10      7       7       4       4       6       8       6       2       6       4           
Vardas42357    Pavarde42357   2       4       7       7       8       7       4       9       9       4       8       10      10      6       6           
Vardas42358    Pavarde42358   2       6       8       5       2       1       8       3       3       10      1       6       1       4       2           
Vardas42359    Pavarde42359   9       8       1       6       9       9       10      7       1       6       4       8       6       10      1           
Vardas42360    Pavarde42360   10      1       10      2       10      3       5       2       8       6       9       1       1       8       6           
Vardas42361    Pavarde42361   2       3       8       1       1       5       4       2       4       3       6       9       8       10      5           
Vardas42362    Pavarde42362   1       7       10      4       7       2       10      5       6       10      7       6       5       9       3           
Vardas42363    Pavarde42363   9       5       8       1       5       3       1       4       10      10      9       1       1       9       3           
Vardas42364    Pavarde42364   9       2       2       8       6       4       7       4       2       5       2       5       10      1       6           
Vardas42365    Pavarde42365   9       9       8       10      3       6       3       7       10      2       6       5       5       1       1           
Vardas42366    Pavarde42366   2       10      6       5       4       7       8       10      10      1       10      2       9       10      1           
Vardas42367    Pavarde42367   10      10      9       4       5       8       4       3       3       10      5       10      2       3       7           
Vardas42368    Pavarde42368   9       6       8       3       5       6       2       7       7       5       4       4       8       8       7           
Vardas42369    Pavarde42369   9       7       3       8       8       5       3       1       8       2       1       6       1       9       7           
Vardas42370    Pavarde42370   10      8       6       4       1       9       4       1       9       10      10      10      10      2       8           
Vardas42371    Pavarde42371   9       6       10      2       10      8       5       4       2       6       3       2       8       2       2           
Vardas42372    Pavarde42372   10      2       2       9       3       6       2       1       1       1       2       1       7       2       5           
Vardas42373    Pavarde42373   1       1       6       1       1       6       4       5       9       4       8       7       6       7       2           
Vardas42374    Pavarde42374   7       9       5       7       4       9       1       4       3       3       7       7       9       10      4           
Vardas42375    Pavarde42375   3       2       9       1       2       4       5       9       8       2       6       10      4       4       4           
Vardas42376    Pavarde42376   2       2       9       7       10      6       2       5       3       9       7       7       3       5       5           
Vardas42377    Pavarde42377   9       9       9       2       2       5       1       4       4       8       9       4       2       9       5           
Vardas42378    Pavarde42378   3       1       9       6       1       6       6       5       10      8       7       10      10      6       10          
Vardas42379    Pavarde42379   1       2       3       4       3       5       8       10      5       5       10      7       9       9       8           
Vardas42380    Pavarde42380   9       8       3       5       9       9       6       6       9       10      4       8       4       9       8           
Vardas42381    Pavarde42381   3       7       6       6       10      4       8       10      9       5       10      9       10      7       2           
Vardas42382    Pavarde42382   2       2       7       10      1       9       4       3       5       10      3       10      6       10      7           
Vardas42383    Pavarde42383   9       3       10      5       1       8       6       8       1       7       5       2       8       5       9           
Vardas42384    Pavarde42384   9       3       2       2       5       5       10      10      3       5       4       4       3       8       7           
Vardas42385    Pavarde42385   10      2       3       2       8       8       4       10      2       3       7       9       9       4       10          
Vardas42386    Pavarde42386   3       2       4       3       1       3       5       9       8       10      8       1       8       10      1           
Vardas42387    Pavarde42387   10      8       4       6       7       8       9       3       2       1       9       4       10      7       3           
Vardas42388    Pavarde42388   7       7       6       6       10      9       5       2       1       3       4       10      7       2       1           
Vardas42389    Pavarde42389   5       10      3       4       5       3       1       10      3       2       9       5       3       5       3           
Vardas42390    Pavarde42390   3       1       10      9       1       2       8       1       8       9       8       7       10      8       7           
Vardas42391    Pavarde42391   7       7       10      7       2       4       8       10      4       9       3       4       5       7       6           
Vardas42392    Pavarde42392   8       2       5       2       4       5       7       3       3       8       8       7       2       2       1           
Vardas42393    Pavarde42393   9       6       7       9       8       2       4       7       3       7       6       3       7       5       9           
Vardas42394    Pavarde42394   5       5       6       7       9       7       8       3       1       3       9       10      4       2       6           
Vardas42395    Pavarde42395   2       8       9       3       10      7       3       8       1       5       6       6       7       8       8           
Vardas42396    Pavarde42396   1       3       6       2       1       3       9       9       2       10      4       10      10      9       7           
Vardas42397    Pavarde42397   8       2       10      2       9       2       7       10      8       7       7       1       8       4       1           
Vardas42398    Pavarde42398   9       6       1       6       4       10      6       9       9       1       10      6       4       10      4           
Vardas42399    Pavarde42399   5       5       8       4       8       2       1       10      1       6       7       6       3       1       3           
Vardas42400    Pavarde42400   6       5       7       8       7       1       6       10      6       2       4       5       3       9       2           
Vardas42401    Pavarde42401   1       9       1       4       6       3       5       2       2       2       2       10      2       4       4           
Vardas42402    Pavarde42402   3       5       5       5       2       2       5       4       2       9       2       9       9       10      8           
Vardas42403    Pavarde42403   1       2       2       3       2       3       7       10      9       7       6       1       2       9       4           
Vardas42404    Pavarde42404   5       1       5       5       2       6       1       3       10      4       9       1       1       6       1           
Vardas42405    Pavarde42405   3       10      6       10      1       10      7       1       3       3       2       3       8       8       9           
Vardas42406    Pavarde42406   9       4       4       3       3       10      7       9       10      5       6       9       2       10      7           
Vardas42407    Pavarde42407   4       1       10      4       5       1       8       8       6       4       3       4       2       4       5           
Vardas42408    Pavarde42408   1       8       4       5       2       10      3       6       2       8       5       3       3       6       8           
Vardas42409    Pavarde42409   2       8       3       2       4       10      3       5       9       7       10      10      9       2       7           
Vardas42410    Pavarde42410   8       9       5       1       5       10      3       1       2       2       10      9       10      1       9           
Vardas42411    Pavarde42411   1       4       6       2       6       4       5       7       7       10      4       4       8       3       7           
Vardas42412    Pavarde42412   1       4       7       2       3       4       10      8       3       9       7       1       7       1       9           
Vardas42413    Pavarde42413   9       9       4       4       10      3       6       4       3       4       4       2       10      10      6           
Vardas42414    Pavarde42414   6       1       7       2       1       1       5       8       6       9       7       2       5       2       4           
Vardas42415    Pavarde42415   9       7       10      9       5       10      4       9       10      3       8       6       7       4       1           
Vardas42416    Pavarde42416   7       5       9       5       6       9       7       10      7       8       5       7       6       1       10          
Vardas42417    Pavarde42417   1       2       8       2       6       5       10      5       6       7       6       5       1       5       3           
Vardas42418    Pavarde42418   8       8       5       1       6       7       9       9       3       1       10      10      5       5       5           
Vardas42419    Pavarde42419   5       10      2       9       1       4       10      7       10      6       3       10      6       4       4           
Vardas42420    Pavarde42420   4       1       5       7       2       5       5       3       5       10      10      2       8       10      5           
Vardas42421    Pavarde42421   2       10      4       4       9       3       1       5       1       3       6       5       10      2       8           
Vardas42422    Pavarde42422   5       2       2       2       6       6       2       7       6       1       5       8       2       1       1           
Vardas42423    Pavarde42423   1       9       7       10      5       2       6       5       1       5       4       9       9       5       7           
Vardas42424    Pavarde42424   3       10      9       4       7       2       9       9       5       9       8       9       10      9       9           
Vardas42425    Pavarde42425   2       8       5       10      7       4       6       9       5       3       6       1       2       6       1           
Vardas42426    Pavarde42426   8       4       10      6       1       2       5       1       1       4       9       3       2       6       7           
Vardas42427    Pavarde42427   7       8       7       9       8       8       1       9       10      7       5       1       6       6       2           
Vardas42428    Pavarde42428   5       5       6       4       7       7       7       1       4       1       7       5       9       4       9           
Vardas42429    Pavarde42429   7       10      2       10      5       9       5       2       6       9       5       6       8       1       4           
Vardas42430    Pavarde42430   7       1       3       4       3       5       7       1       9       6       5       10      10      5       8           
Vardas42431    Pavarde42431   2       9       8       1       2       8       3       5       8       10      8       10      5       4       6           
Vardas42432    Pavarde42432   2       2       4       2       6       5       7       10      9       4       8       9       5       3       4           
Vardas42433    Pavarde42433   8       10      6       6       9       7       3       8       2       7       4       8       7       5       6           
Vardas42434    Pavarde42434   4       9       7       3       6       1       7       6       4       2       3       7       7       7       1           
Vardas42435    Pavarde42435   10      6       6       10      2       4       6       6       9       10      3       4       1       5       2           
Vardas42436    Pavarde42436   9       4       10      8       10      4       2       3       1       2       9       4       5       4       9           
Vardas42437    Pavarde42437   8       7       4       7       8       10      3       1       10      1       4       6       7       10      6           
Vardas42438    Pavarde42438   2       8       7       3       6       6       8       4       9       3       10      6       5       9       2           
Vardas42439    Pavarde42439   3       8       9       2       1       6       4       5       7       10      8       3       9       5       1           
Vardas42440    Pavarde42440   3       2       8       1       10      6       6       2       9       7       10      10      5       6       3           
Vardas42441    Pavarde42441   5       8       10      4       7       6       6       10      7       5       9       7       6       5       9           
Vardas42442    Pavarde42442   2       10      6       5       4       8       7       7       5       4       8       6       4       2       5           
Vardas42443    Pavarde42443   9       2       4       9       2       9       10      8       9       3       7       6       6       7       7           
Vardas42444    Pavarde42444   7       9       6       6       4       2       6       4       9       5       5       3       8       1       8           
Vardas42445    Pavarde42445   2       2       2       2       5       9       5       6       5       8       10      6       9       4       7           
Vardas42446    Pavarde42446   2       10      7       1       3       8       10      2       6       9       4       2       3       1       2           
Vardas42447    Pavarde42447   1       7       5       6       4       4       10      5       2       3       10      2       3       6       8           
Vardas42448    Pavarde42448   5       1       2       2       2       3       9       7       1       7       1       2       1       1       1           
